node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MRPL43	MRPS10	4440999	4432631	9606.ENSP00000339844	9606.ENSP00000053468	0	0	0	0	0.297	0.943	0.9	0.532	0.997
MRPL19	MRPS11	4446201	4439124	9606.ENSP00000377486	9606.ENSP00000317376	0.072	0	0	0	0.445	0.94	0.9	0.308	0.997
MRPS15	MRPL44	4444114	4434620	9606.ENSP00000362208	9606.ENSP00000258383	0.071	0	0	0	0.251	0.943	0.9	0.56	0.997
NUP93	NUP107	4438619	4433447	9606.ENSP00000310668	9606.ENSP00000229179	0	0	0	0	0.361	0.588	0.9	0.919	0.997
MRPL50	MRPL32	4444465	4433279	9606.ENSP00000363999	9606.ENSP00000223324	0	0	0	0	0.291	0.966	0.9	0	0.997
GRIN2B	DLG4	4451206	4446924	9606.ENSP00000477455	9606.ENSP00000382428	0	0	0	0	0.09	0.521	0.9	0.947	0.997
MRPS12	MRPL3	4447184	4435531	9606.ENSP00000384952	9606.ENSP00000264995	0.135	0	0	0	0.454	0.923	0.9	0.402	0.997
MRPS12	MRPL15	4447184	4434745	9606.ENSP00000384952	9606.ENSP00000260102	0.167	0	0	0	0.525	0.923	0.9	0.222	0.997
SNRPF	SF3A2	4435728	4433166	9606.ENSP00000266735	9606.ENSP00000221494	0	0	0	0	0.229	0.973	0.9	0.074	0.997
DAP3	MRPS11	4443086	4439124	9606.ENSP00000357320	9606.ENSP00000317376	0	0	0	0	0.116	0.955	0.9	0.507	0.997
HNRNPR	HNRNPL	4444422	4433154	9606.ENSP00000363745	9606.ENSP00000221419	0	0	0	0	0.948	0.225	0.9	0.535	0.997
MRPS16	MRPS35	4444061	4432657	9606.ENSP00000362036	9606.ENSP00000081029	0	0	0	0	0.328	0.954	0.9	0.204	0.997
NUP62	NUP205	4450981	4436653	9606.ENSP00000471191	9606.ENSP00000285968	0	0	0	0	0.183	0.803	0.9	0.864	0.997
MRPS30	MRPL20	4449286	4441114	9606.ENSP00000424328	9606.ENSP00000341082	0	0	0	0	0.147	0.96	0.9	0.355	0.997
MRPL43	MRPL16	4440999	4437644	9606.ENSP00000339844	9606.ENSP00000300151	0	0	0	0	0.472	0.95	0.9	0	0.997
MRPL24	MRPL3	4442484	4435531	9606.ENSP00000354525	9606.ENSP00000264995	0.11	0	0	0	0.531	0.943	0.9	0.173	0.997
CDKN2A	CDK6	4448997	4435642	9606.ENSP00000418915	9606.ENSP00000265734	0	0	0	0	0	0.868	0.9	0.792	0.997
ELAVL1	HNRNPA2B1	4447216	4441649	9606.ENSP00000385269	9606.ENSP00000346694	0	0	0.409	0.586	0.948	0.423	0.9	0.506	0.997
MRPL49	MRPL28	4436341	4432772	9606.ENSP00000279242	9606.ENSP00000199706	0	0	0	0	0.171	0.952	0.9	0.506	0.997
MRPL24	MRPL44	4442484	4434620	9606.ENSP00000354525	9606.ENSP00000258383	0	0	0	0	0.307	0.967	0.9	0.099	0.997
MRPL9	MRPL38	4443200	4438396	9606.ENSP00000357823	9606.ENSP00000308275	0	0	0	0	0.241	0.972	0.9	0	0.997
MRPS23	MRPS5	4439340	4436025	9606.ENSP00000320184	9606.ENSP00000272418	0	0	0	0	0.128	0.968	0.9	0	0.997
CACNB2	CACNA1C	4439325	4435696	9606.ENSP00000320025	9606.ENSP00000266376	0	0	0	0	0.086	0.875	0.9	0.807	0.997
AURKAIP1	MRPS11	4441271	4439124	9606.ENSP00000342676	9606.ENSP00000317376	0	0	0	0	0.548	0.931	0.9	0.168	0.997
HNRNPR	SNRPD3	4444422	4432879	9606.ENSP00000363745	9606.ENSP00000215829	0	0	0	0	0.91	0.423	0.9	0.508	0.997
KCNIP2	KCND2	4449082	4440459	9606.ENSP00000420040	9606.ENSP00000333496	0	0	0	0	0.142	0.591	0.9	0.943	0.997
SMURF2	SMAD7	4435082	4435020	9606.ENSP00000262435	9606.ENSP00000262158	0	0	0	0	0	0.873	0.9	0.785	0.997
MRPS18C	MRPL32	4437158	4433279	9606.ENSP00000295491	9606.ENSP00000223324	0	0	0	0	0.551	0.926	0.9	0.391	0.997
KCNE1	KCNQ1	4440773	4432663	9606.ENSP00000337255	9606.ENSP00000155840	0	0	0	0	0.062	0.379	0.9	0.961	0.997
ELAVL1	HNRNPL	4447216	4433154	9606.ENSP00000385269	9606.ENSP00000221419	0	0	0	0	0.957	0	0.9	0.551	0.997
MRPL9	MRPL43	4443200	4440999	9606.ENSP00000357823	9606.ENSP00000339844	0	0	0	0	0.383	0.912	0.9	0.58	0.997
UBE2D2	UBB	4446851	4438070	9606.ENSP00000381717	9606.ENSP00000304697	0	0	0	0	0.063	0.949	0.9	0.443	0.997
MRPL2	MRPL27	4445791	4433347	9606.ENSP00000373404	9606.ENSP00000225969	0	0	0	0	0.481	0.943	0.9	0.308	0.997
MRPL22	MRPL46	4449572	4438774	9606.ENSP00000431040	9606.ENSP00000312311	0	0	0	0	0.755	0.92	0.9	0	0.997
MRPL50	MRPL37	4444465	4442428	9606.ENSP00000363999	9606.ENSP00000354086	0	0	0	0	0.131	0.962	0.9	0.249	0.997
MRPL57	MRPL38	4438628	4438396	9606.ENSP00000310726	9606.ENSP00000308275	0	0	0	0	0.117	0.962	0.9	0.4	0.997
MRPL14	MRPS10	4443863	4432631	9606.ENSP00000361084	9606.ENSP00000053468	0	0	0	0	0.273	0.963	0.9	0.21	0.997
MRPL37	MRPL13	4442428	4438233	9606.ENSP00000354086	9606.ENSP00000306548	0	0	0	0	0.182	0.968	0.9	0.284	0.997
MRPL50	MRPL53	4444465	4434600	9606.ENSP00000363999	9606.ENSP00000258105	0	0	0	0	0.123	0.949	0.9	0.453	0.997
MRPL47	MRPS9	4448914	4434635	9606.ENSP00000417602	9606.ENSP00000258455	0	0	0	0	0.543	0.92	0.9	0.33	0.997
MRPS26	MRPS34	4445370	4432728	9606.ENSP00000369682	9606.ENSP00000177742	0	0	0	0	0.665	0.876	0.9	0.375	0.997
RAE1	NUP98	4446461	4439036	9606.ENSP00000379182	9606.ENSP00000316032	0	0	0	0	0.101	0.919	0.8	0.838	0.997
MRPL47	MRPL33	4448914	4437235	9606.ENSP00000417602	9606.ENSP00000296102	0	0	0	0	0.204	0.974	0.9	0.043	0.997
MRPL24	MRPL38	4442484	4438396	9606.ENSP00000354525	9606.ENSP00000308275	0	0	0	0	0.198	0.973	0.9	0	0.997
MRPL42	MRPL3	4450296	4435531	9606.ENSP00000449884	9606.ENSP00000264995	0	0	0	0	0.326	0.962	0.9	0	0.997
MRPS12	MRPL21	4447184	4442495	9606.ENSP00000384952	9606.ENSP00000354580	0.044	0	0	0	0.502	0.94	0.9	0.308	0.997
MRPS18A	MRPL41	4443886	4443748	9606.ENSP00000361206	9606.ENSP00000360498	0	0	0	0	0.35	0.959	0.9	0	0.997
MRPS11	MRPL27	4439124	4433347	9606.ENSP00000317376	9606.ENSP00000225969	0	0	0	0	0.515	0.94	0.9	0.308	0.997
PRKAR1B	PRKACB	4447267	4443602	9606.ENSP00000385749	9606.ENSP00000359719	0	0.022	0	0	0.371	0.812	0.9	0.834	0.997
ATP1A1	ATP1B1	4450152	4442961	9606.ENSP00000445306	9606.ENSP00000356790	0	0	0	0	0.094	0.876	0.9	0.775	0.997
PRPF19	SF3A2	4433393	4433166	9606.ENSP00000227524	9606.ENSP00000221494	0	0	0	0	0.297	0.959	0.9	0.206	0.997
MRPL47	MRPL9	4448914	4443200	9606.ENSP00000417602	9606.ENSP00000357823	0	0	0	0	0.169	0.971	0.9	0.196	0.997
MRPS16	MRPL46	4444061	4438774	9606.ENSP00000362036	9606.ENSP00000312311	0	0	0	0	0.554	0.943	0.9	0	0.997
MRPL9	MRPS11	4443200	4439124	9606.ENSP00000357823	9606.ENSP00000317376	0.059	0	0	0	0.178	0.94	0.9	0.623	0.997
MRPL22	MRPL20	4449572	4441114	9606.ENSP00000431040	9606.ENSP00000341082	0	0	0	0	0.547	0.907	0.9	0.427	0.997
MRPS15	MRPS28	4444114	4436232	9606.ENSP00000362208	9606.ENSP00000276585	0	0	0	0	0.191	0.967	0.9	0	0.997
ICT1	MRPL27	4437774	4433347	9606.ENSP00000301585	9606.ENSP00000225969	0.045	0	0	0	0.61	0.948	0.9	0	0.997
MRPL45	MRPL15	4451899	4434745	9606.ENSP00000484903	9606.ENSP00000260102	0	0	0	0	0.491	0.961	0.9	0	0.997
MRPS14	MRPS7	4449138	4433935	9606.ENSP00000420714	9606.ENSP00000245539	0.167	0	0	0	0.513	0.907	0.9	0.467	0.997
MRPL45	MRPL47	4451899	4448914	9606.ENSP00000484903	9606.ENSP00000417602	0	0	0	0	0.471	0.946	0.9	0.227	0.997
MRPL41	MRPL57	4443748	4438628	9606.ENSP00000360498	9606.ENSP00000310726	0	0	0	0	0.262	0.946	0.9	0.386	0.997
MRPS12	MRPL20	4447184	4441114	9606.ENSP00000384952	9606.ENSP00000341082	0	0	0	0	0.39	0.94	0.9	0.381	0.997
MRPS14	MRPL19	4449138	4446201	9606.ENSP00000420714	9606.ENSP00000377486	0	0	0	0	0.411	0.942	0.9	0.308	0.997
MRPL50	MRPL9	4444465	4443200	9606.ENSP00000363999	9606.ENSP00000357823	0	0	0	0	0.161	0.945	0.9	0.476	0.997
MRPL50	MRPL35	4444465	4440869	9606.ENSP00000363999	9606.ENSP00000338389	0	0	0	0	0.183	0.96	0.9	0.44	0.997
ICT1	MRPL33	4437774	4437235	9606.ENSP00000301585	9606.ENSP00000296102	0.111	0	0	0	0.324	0.943	0.9	0.383	0.997
MRPS30	DAP3	4449286	4443086	9606.ENSP00000424328	9606.ENSP00000357320	0	0	0	0	0.148	0.827	0.9	0.836	0.997
MRPS25	MRPS35	4434315	4432657	9606.ENSP00000253686	9606.ENSP00000081029	0	0	0	0	0.286	0.965	0.9	0	0.997
MRPS14	MRPL2	4449138	4445791	9606.ENSP00000420714	9606.ENSP00000373404	0.167	0	0	0	0.506	0.92	0.9	0.464	0.997
MRPL37	ICT1	4442428	4437774	9606.ENSP00000354086	9606.ENSP00000301585	0	0	0	0	0.258	0.966	0.9	0.103	0.997
MRPL32	MRPL28	4433279	4432772	9606.ENSP00000223324	9606.ENSP00000199706	0	0	0	0	0.156	0.967	0.9	0	0.997
MRPS6	MRPS2	4446909	4443812	9606.ENSP00000382250	9606.ENSP00000360850	0	0	0	0	0.481	0.947	0.9	0.348	0.997
MRPS12	MRPS2	4447184	4443812	9606.ENSP00000384952	9606.ENSP00000360850	0.091	0	0	0	0.475	0.953	0.9	0.173	0.997
MRPL45	MRPL38	4451899	4438396	9606.ENSP00000484903	9606.ENSP00000308275	0	0	0	0	0.337	0.961	0.9	0.127	0.997
NUP54	NUP155	4435509	4433538	9606.ENSP00000264883	9606.ENSP00000231498	0	0	0	0	0.195	0.854	0.9	0.814	0.997
VAV1	LCP2	4451047	4432628	9606.ENSP00000472929	9606.ENSP00000046794	0	0	0	0	0.392	0.578	0.9	0.918	0.997
PRPF40B	RBM25	4450249	4434986	9606.ENSP00000448073	9606.ENSP00000261973	0	0	0	0	0.849	0.961	0	0.626	0.997
SMAD4	SMAD2	4441161	4435021	9606.ENSP00000341551	9606.ENSP00000262160	0	0	0	0.833	0.063	0.974	0.9	0.973	0.997
PRKAR1A	PRKACB	4446068	4443602	9606.ENSP00000376475	9606.ENSP00000359719	0	0.022	0	0	0.355	0.822	0.9	0.769	0.997
MRPS30	MRPS18A	4449286	4443886	9606.ENSP00000424328	9606.ENSP00000361206	0	0	0	0	0.107	0.964	0.9	0.206	0.997
TPM1	ACTC1	4442096	4436861	9606.ENSP00000351022	9606.ENSP00000290378	0	0	0	0	0.163	0.938	0.8	0.75	0.997
MRPL19	MRPL33	4446201	4437235	9606.ENSP00000377486	9606.ENSP00000296102	0.043	0	0	0	0.507	0.944	0.9	0.347	0.997
MRPS2	MRPL4	4443812	4434282	9606.ENSP00000360850	9606.ENSP00000253099	0.081	0	0	0	0.456	0.944	0.9	0.157	0.997
MRPL1	MRPL33	4438965	4437235	9606.ENSP00000315017	9606.ENSP00000296102	0.219	0	0	0	0.25	0.956	0.9	0.308	0.997
MRPL22	MRPL15	4449572	4434745	9606.ENSP00000431040	9606.ENSP00000260102	0.111	0	0	0	0.623	0.92	0.9	0.173	0.997
DAP3	MRPL43	4443086	4440999	9606.ENSP00000357320	9606.ENSP00000339844	0	0	0	0	0.278	0.943	0.9	0.427	0.997
TGFBR2	TGFB1	4442197	4433189	9606.ENSP00000351905	9606.ENSP00000221930	0	0	0	0	0.111	0.92	0.9	0.674	0.997
MRPL20	MRPS10	4441114	4432631	9606.ENSP00000341082	9606.ENSP00000053468	0.069	0	0	0	0.312	0.94	0.9	0.396	0.997
NPPA	NPR1	4444735	4443149	9606.ENSP00000365663	9606.ENSP00000357669	0	0	0	0	0	0.831	0.9	0.88	0.997
MRPS23	MRPS18B	4439340	4434730	9606.ENSP00000320184	9606.ENSP00000259873	0	0	0	0	0.728	0.847	0.9	0.428	0.997
SNRPE	SF3B1	4448130	4440663	9606.ENSP00000400591	9606.ENSP00000335321	0	0	0	0	0.277	0.963	0.9	0.291	0.997
MRPL2	MRPL18	4445791	4442794	9606.ENSP00000373404	9606.ENSP00000356001	0	0	0	0	0.14	0.971	0.9	0	0.997
MRPL24	MRPS5	4442484	4436025	9606.ENSP00000354525	9606.ENSP00000272418	0.135	0	0	0	0.478	0.921	0.9	0.296	0.997
MRPL20	MRPL11	4441114	4438456	9606.ENSP00000341082	9606.ENSP00000308897	0	0	0	0	0.329	0.94	0.9	0.541	0.997
DAP3	MRPL49	4443086	4436341	9606.ENSP00000357320	9606.ENSP00000279242	0	0	0	0	0.174	0.943	0.9	0.521	0.997
MRPL16	MRPS9	4437644	4434635	9606.ENSP00000300151	9606.ENSP00000258455	0.154	0	0	0	0.464	0.92	0.9	0.432	0.997
MRPS14	MRPL13	4449138	4438233	9606.ENSP00000420714	9606.ENSP00000306548	0.167	0	0	0	0.555	0.92	0.9	0.222	0.997
NUP153	KPNB1	4450099	4436840	9606.ENSP00000444029	9606.ENSP00000290158	0	0	0	0	0.254	0.846	0.9	0.78	0.997
MRPS15	MRPL43	4444114	4440999	9606.ENSP00000362208	9606.ENSP00000339844	0	0	0	0	0.663	0.943	0.9	0	0.997
MRPL3	MRPS10	4435531	4432631	9606.ENSP00000264995	9606.ENSP00000053468	0.135	0	0	0	0.469	0.943	0.9	0.2	0.997
MRPL40	MRPL28	4440454	4432772	9606.ENSP00000333401	9606.ENSP00000199706	0	0	0	0	0.18	0.942	0.9	0.442	0.997
MRPL47	MRPL20	4448914	4441114	9606.ENSP00000417602	9606.ENSP00000341082	0	0	0	0	0.229	0.951	0.9	0.491	0.997
MRPL2	MRPS11	4445791	4439124	9606.ENSP00000373404	9606.ENSP00000317376	0.167	0	0	0	0.594	0.907	0.9	0.222	0.997
ELAVL1	HNRNPH1	4447216	4441896	9606.ENSP00000385269	9606.ENSP00000349168	0	0	0	0	0.949	0	0.9	0.491	0.997
SF3B1	SNRPG	4440663	4436020	9606.ENSP00000335321	9606.ENSP00000272348	0	0	0	0	0.271	0.966	0.9	0.135	0.997
MRPL2	MRPL35	4445791	4440869	9606.ENSP00000373404	9606.ENSP00000338389	0	0	0	0	0.14	0.966	0.9	0.202	0.997
MRPS14	MRPS6	4449138	4446909	9606.ENSP00000420714	9606.ENSP00000382250	0	0	0	0	0.451	0.943	0.9	0.375	0.997
MRPL47	MRPL21	4448914	4442495	9606.ENSP00000417602	9606.ENSP00000354580	0	0	0	0	0.656	0.936	0.9	0	0.997
HNRNPA1	HNRNPA0	4441190	4439037	9606.ENSP00000341826	9606.ENSP00000316042	0	0	0.408	0.93	0.939	0.525	0.9	0.64	0.997
MRPS6	MRPS5	4446909	4436025	9606.ENSP00000382250	9606.ENSP00000272418	0	0	0	0	0.528	0.945	0.9	0.312	0.997
MRPL35	MRPL15	4440869	4434745	9606.ENSP00000338389	9606.ENSP00000260102	0	0	0	0	0.218	0.966	0.9	0	0.997
MRPL43	MRPL49	4440999	4436341	9606.ENSP00000339844	9606.ENSP00000279242	0	0	0	0	0.153	0.944	0.9	0.53	0.997
MRPS14	MRPL33	4449138	4437235	9606.ENSP00000420714	9606.ENSP00000296102	0.219	0	0	0	0.331	0.942	0.9	0.308	0.997
MRPL18	MRPL37	4442794	4442428	9606.ENSP00000356001	9606.ENSP00000354086	0	0	0	0	0.186	0.967	0.9	0	0.997
MRPL11	MRPL3	4438456	4435531	9606.ENSP00000308897	9606.ENSP00000264995	0.135	0	0	0	0.544	0.943	0.9	0.199	0.997
TRA2B	PTBP1	4448854	4441922	9606.ENSP00000416959	9606.ENSP00000349428	0	0	0	0	0.939	0	0.9	0.618	0.997
MRPS30	MRPL24	4449286	4442484	9606.ENSP00000424328	9606.ENSP00000354525	0	0	0	0	0.118	0.953	0.9	0.434	0.997
MRPS28	PTCD3	4436232	4434370	9606.ENSP00000276585	9606.ENSP00000254630	0	0	0	0	0.088	0.978	0.9	0	0.997
ELAVL1	HNRNPA1	4447216	4441190	9606.ENSP00000385269	9606.ENSP00000341826	0	0	0.35	0.594	0.949	0.302	0.9	0.671	0.997
MRPL35	MRPL13	4440869	4438233	9606.ENSP00000338389	9606.ENSP00000306548	0	0	0	0	0.516	0.95	0.9	0	0.997
MRPL36	MRPL3	4449248	4435531	9606.ENSP00000423399	9606.ENSP00000264995	0.185	0	0	0	0.45	0.951	0.9	0.203	0.997
MRPL45	MRPS18B	4451899	4434730	9606.ENSP00000484903	9606.ENSP00000259873	0	0	0	0	0.101	0.866	0.9	0.817	0.997
RBPJ	MAML1	4441499	4436982	9606.ENSP00000345206	9606.ENSP00000292599	0	0	0	0	0.062	0.923	0.9	0.747	0.997
MRPS12	MRPL2	4447184	4445791	9606.ENSP00000384952	9606.ENSP00000373404	0.167	0	0	0	0.501	0.923	0.9	0.368	0.997
MRPL50	MRPL38	4444465	4438396	9606.ENSP00000363999	9606.ENSP00000308275	0	0	0	0	0.229	0.966	0.9	0	0.997
MRPL37	MRPL17	4442428	4436789	9606.ENSP00000354086	9606.ENSP00000288937	0	0	0	0	0.217	0.97	0.9	0	0.997
MRPS16	MRPL14	4444061	4443863	9606.ENSP00000362036	9606.ENSP00000361084	0	0	0	0	0.821	0.824	0.9	0.164	0.997
MRPL36	MRPL4	4449248	4434282	9606.ENSP00000423399	9606.ENSP00000253099	0.185	0	0	0	0.461	0.944	0.9	0.228	0.997
MRPS15	MRPS25	4444114	4434315	9606.ENSP00000362208	9606.ENSP00000253686	0	0	0	0	0.139	0.967	0.9	0	0.997
MRPL37	MRPL28	4442428	4432772	9606.ENSP00000354086	9606.ENSP00000199706	0	0	0	0	0.2	0.969	0.9	0	0.997
MRPS6	ICT1	4446909	4437774	9606.ENSP00000382250	9606.ENSP00000301585	0.246	0	0	0	0.133	0.948	0.9	0.381	0.997
MRPL43	MRPS7	4440999	4433935	9606.ENSP00000339844	9606.ENSP00000245539	0	0	0	0	0.568	0.872	0.9	0.546	0.997
RIMS1	UNC13B	4449449	4445066	9606.ENSP00000428417	9606.ENSP00000367756	0	0	0	0	0.1	0.417	0.9	0.959	0.997
MRPS18A	MRPL35	4443886	4440869	9606.ENSP00000361206	9606.ENSP00000338389	0	0	0	0	0.188	0.967	0.9	0	0.997
MRPS30	MRPL35	4449286	4440869	9606.ENSP00000424328	9606.ENSP00000338389	0	0	0	0	0.266	0.962	0.9	0	0.997
MRPL45	MRPL18	4451899	4442794	9606.ENSP00000484903	9606.ENSP00000356001	0	0	0	0	0.241	0.973	0.9	0	0.997
MRPL42	MRPS28	4450296	4436232	9606.ENSP00000449884	9606.ENSP00000276585	0	0	0	0	0.372	0.965	0.9	0	0.997
MRPL36	MRPS15	4449248	4444114	9606.ENSP00000423399	9606.ENSP00000362208	0.046	0	0	0	0.186	0.953	0.9	0.298	0.997
MRPS6	MRPL20	4446909	4441114	9606.ENSP00000382250	9606.ENSP00000341082	0.206	0	0	0	0.258	0.944	0.9	0.386	0.997
MRPS26	MRPS11	4445370	4439124	9606.ENSP00000369682	9606.ENSP00000317376	0	0	0	0	0.256	0.935	0.9	0.543	0.997
MRPL40	ICT1	4440454	4437774	9606.ENSP00000333401	9606.ENSP00000301585	0	0	0	0	0.856	0.816	0.9	0	0.997
ICT1	MRPL17	4437774	4436789	9606.ENSP00000301585	9606.ENSP00000288937	0	0	0	0	0.576	0.948	0.9	0	0.997
MRPS18A	MRPL40	4443886	4440454	9606.ENSP00000361206	9606.ENSP00000333401	0	0	0	0	0.533	0.926	0.9	0.422	0.997
SNRPD2	U2AF2	4441252	4438366	9606.ENSP00000342374	9606.ENSP00000307863	0	0	0	0	0.901	0.692	0.9	0.201	0.997
MRPS14	MRPL21	4449138	4442495	9606.ENSP00000420714	9606.ENSP00000354580	0.05	0	0	0	0.478	0.94	0.9	0.308	0.997
MRPS5	MRPL3	4436025	4435531	9606.ENSP00000272418	9606.ENSP00000264995	0.135	0	0	0	0.544	0.944	0.9	0.199	0.997
CDT1	ORC2	4437709	4433622	9606.ENSP00000301019	9606.ENSP00000234296	0	0	0	0	0.169	0.888	0.9	0.733	0.997
MRPL19	MRPL2	4446201	4445791	9606.ENSP00000377486	9606.ENSP00000373404	0	0	0	0	0.461	0.945	0.9	0.308	0.997
MRPL2	MRPS18C	4445791	4437158	9606.ENSP00000373404	9606.ENSP00000295491	0	0	0	0	0.349	0.944	0.9	0.328	0.997
MRPS26	MRPS28	4445370	4436232	9606.ENSP00000369682	9606.ENSP00000276585	0	0	0	0	0.185	0.966	0.9	0	0.997
MRPL41	MRPL9	4443748	4443200	9606.ENSP00000360498	9606.ENSP00000357823	0	0	0	0	0.137	0.962	0.9	0	0.996
TGFBR1	TGFB1	4444485	4433189	9606.ENSP00000364133	9606.ENSP00000221930	0	0	0	0	0	0.904	0.9	0.678	0.996
ICT1	MRPL51	4437774	4433450	9606.ENSP00000301585	9606.ENSP00000229238	0	0	0	0	0.21	0.957	0.9	0.123	0.996
MRPL3	MRPL44	4435531	4434620	9606.ENSP00000264995	9606.ENSP00000258383	0	0	0	0	0.397	0.943	0.9	0.079	0.996
MRPL43	MRPS35	4440999	4432657	9606.ENSP00000339844	9606.ENSP00000081029	0	0	0	0	0.496	0.943	0.9	0	0.996
SNRNP70	HNRNPH1	4451051	4441896	9606.ENSP00000472998	9606.ENSP00000349168	0	0	0	0	0.938	0.202	0.9	0.338	0.996
MRPL50	MRPL46	4444465	4438774	9606.ENSP00000363999	9606.ENSP00000312311	0	0	0	0	0.107	0.959	0.9	0	0.996
MRPL50	MRPL16	4444465	4437644	9606.ENSP00000363999	9606.ENSP00000300151	0	0	0	0	0.192	0.964	0.9	0	0.996
MRPL45	MRPL50	4451899	4444465	9606.ENSP00000484903	9606.ENSP00000363999	0	0	0	0	0.134	0.961	0.9	0.185	0.996
HNRNPC	TRA2B	4450354	4448854	9606.ENSP00000451291	9606.ENSP00000416959	0	0	0	0	0.941	0	0.9	0.512	0.996
MRPS18A	MRPL43	4443886	4440999	9606.ENSP00000361206	9606.ENSP00000339844	0	0	0	0	0.468	0.943	0.9	0	0.996
MRPL47	MRPL35	4448914	4440869	9606.ENSP00000417602	9606.ENSP00000338389	0	0	0	0	0.227	0.957	0.9	0	0.996
HNRNPM	HNRNPA0	4439758	4439037	9606.ENSP00000325376	9606.ENSP00000316042	0	0	0	0	0.909	0.433	0.9	0.415	0.996
MRPL3	MRPS7	4435531	4433935	9606.ENSP00000264995	9606.ENSP00000245539	0.135	0	0.252	0	0.467	0.877	0.9	0.299	0.996
DAG1	AGRN	4450046	4445198	9606.ENSP00000442600	9606.ENSP00000368678	0	0	0	0	0.098	0.87	0.9	0.738	0.996
NUP205	NUP54	4436653	4435509	9606.ENSP00000285968	9606.ENSP00000264883	0	0	0	0	0.171	0.803	0.9	0.826	0.996
MRPL20	MRPL3	4441114	4435531	9606.ENSP00000341082	9606.ENSP00000264995	0	0	0	0	0.304	0.926	0.9	0.403	0.996
MRPS2	MRPL46	4443812	4438774	9606.ENSP00000360850	9606.ENSP00000312311	0	0	0	0	0.334	0.953	0.9	0.05	0.996
MRPL13	MRPS28	4438233	4436232	9606.ENSP00000306548	9606.ENSP00000276585	0	0	0	0	0.821	0.832	0.9	0	0.996
ALYREF	SRSF3	4449181	4444253	9606.ENSP00000421592	9606.ENSP00000362820	0	0	0	0	0.921	0	0.9	0.552	0.996
JUN	MAPK1	4443699	4432880	9606.ENSP00000360266	9606.ENSP00000215832	0	0	0	0	0	0.411	0.9	0.952	0.996
MRPL45	MRPL28	4451899	4432772	9606.ENSP00000484903	9606.ENSP00000199706	0	0	0	0	0.167	0.936	0.9	0.361	0.996
MRPS18C	MRPL17	4437158	4436789	9606.ENSP00000295491	9606.ENSP00000288937	0	0	0	0	0.56	0.926	0.9	0.127	0.996
MRPL52	MRPL3	4441705	4435531	9606.ENSP00000347277	9606.ENSP00000264995	0	0	0	0	0.061	0.966	0.9	0	0.996
TGFBR1	SMAD3	4444485	4440414	9606.ENSP00000364133	9606.ENSP00000332973	0	0	0	0	0.062	0.505	0.9	0.928	0.996
MRPS16	MRPL41	4444061	4443748	9606.ENSP00000362036	9606.ENSP00000360498	0	0	0	0	0.363	0.943	0.9	0.259	0.996
MRPL49	MRPL44	4436341	4434620	9606.ENSP00000279242	9606.ENSP00000258383	0	0	0	0	0.257	0.952	0.9	0	0.996
RBMX	HNRNPL	4443584	4433154	9606.ENSP00000359645	9606.ENSP00000221419	0	0	0	0	0.935	0	0.9	0.471	0.996
MRPL36	MRPS18A	4449248	4443886	9606.ENSP00000423399	9606.ENSP00000361206	0	0	0	0	0.294	0.944	0.9	0.226	0.996
MRPL16	MRPL44	4437644	4434620	9606.ENSP00000300151	9606.ENSP00000258383	0	0	0	0	0.332	0.953	0.9	0.062	0.996
BMP2	ACVR2A	4445120	4433799	9606.ENSP00000368104	9606.ENSP00000241416	0	0	0	0	0	0.863	0.9	0.733	0.996
ALYREF	HNRNPH1	4449181	4441896	9606.ENSP00000421592	9606.ENSP00000349168	0	0	0	0	0.942	0	0.9	0.418	0.996
MRPS25	MRPS10	4434315	4432631	9606.ENSP00000253686	9606.ENSP00000053468	0	0	0	0	0.34	0.824	0.9	0.709	0.996
CDC5L	SF3A2	4443756	4433166	9606.ENSP00000360532	9606.ENSP00000221494	0	0	0	0	0.115	0.944	0.9	0.375	0.996
MRPL40	MRPS7	4440454	4433935	9606.ENSP00000333401	9606.ENSP00000245539	0	0	0	0	0.451	0.872	0.9	0.505	0.996
MRPS30	MRPL51	4449286	4433450	9606.ENSP00000424328	9606.ENSP00000229238	0	0	0	0	0.083	0.945	0.9	0.293	0.996
MRPL18	MRPL44	4442794	4434620	9606.ENSP00000356001	9606.ENSP00000258383	0	0	0	0	0.457	0.83	0.9	0.651	0.996
MRPS28	MRPS9	4436232	4434635	9606.ENSP00000276585	9606.ENSP00000258455	0	0	0	0	0.195	0.963	0.9	0	0.996
ICT1	MRPS9	4437774	4434635	9606.ENSP00000301585	9606.ENSP00000258455	0	0	0	0	0.212	0.948	0.9	0.318	0.996
MRPL41	GADD45GIP1	4443748	4439574	9606.ENSP00000360498	9606.ENSP00000323065	0	0	0	0	0.313	0.936	0.9	0.297	0.996
MRPL47	MRPL57	4448914	4438628	9606.ENSP00000417602	9606.ENSP00000310726	0	0	0	0	0.245	0.946	0.9	0.181	0.996
MRPL24	MRPL32	4442484	4433279	9606.ENSP00000354525	9606.ENSP00000223324	0.078	0	0	0	0.491	0.919	0.9	0.228	0.996
